Employeed ID ,Citizen Status,Citizen Country
861932,Citizen of United States,US
951234,Citizen of United States,US
375563,Citizen of United States,US
616111,Citizen of United States,US
812402,Citizen of United States,US
303831,Citizen of United States,US
322978,Citizen of United States,US
624418,Citizen of United States,US
678251,Citizen of United States,US
845558,Citizen of United States,US
596733,Citizen of United States,US
619194,Citizen of United States,US
367634,Citizen of United States,US
612408,Citizen of United States,US
444491,Citizen of United States,US
383100,Citizen of United States,US
408368,Citizen of United States,US
602786,Citizen of United States,US
571695,Citizen of United States,US
204482,Citizen of United States,US
293167,Citizen of United States,US
121866,Citizen of United States,US
533273,Citizen of United States,US
517066,Citizen of United States,US
262044,Citizen of United States,US
750057,Citizen of United States,US
667430,Citizen of United States,US
346373,Citizen of United States,US
777969,Citizen of United States,US
920932,Citizen of United States,US
882396,Citizen of United States,US
938844,Citizen of United States,US
737545,Citizen of United States,US
895171,Citizen of United States,US
838689,Citizen of United States,US
990673,Citizen of United States,US
138437,Citizen of United States,US
133952,Citizen of Sweden,SE
638359,Citizen of United States,US
779649,Citizen of United States,US
331020,Citizen of United States,US
982665,Citizen of United States,US
734845,Citizen of United States,US
578624,Citizen of United States,US
141264,Citizen of Sweden,SE
806948,Citizen of United States,US
693999,Citizen of United States,US
802983,Citizen of United States,US
282637,Citizen of United States,US
810065,Citizen of United States,US
354205,Citizen of United States,US
635470,Citizen of Eritrea,ER
294701,Citizen of United States,US
770290,Citizen of United States,US
668997,Citizen of United States,US
945946,Citizen of United States,US
946538,Citizen of United States,US
643914,Citizen of United States,US
596420,Citizen of United States,US
903490,Citizen of United States,US
833434,Citizen of United States,US
106497,Citizen of United States,US
418145,Citizen of United States,US
572117,Citizen of United States,US
182649,Citizen of United States,US
565708,Citizen of United States,US
876478,Citizen of United States,US
951606,Citizen of United States,US
626210,Citizen of United States,US
898273,Citizen of United States,US
341733,Citizen of United States,US
914208,Citizen of United States,US
837625,Citizen of United States,US
898637,Citizen of Nepal,NP
941106,Citizen of United States,US
434850,Citizen of United States,US
591567,Citizen of United States,US
603495,Citizen of United States,US
310420,Citizen of United States,US
976474,Citizen of United States,US
476425,Citizen of United States,US
266220,Citizen of United States,US
859735,Citizen of United States,US
721145,Citizen of United States,US
770978,Citizen of United States,US
239650,Citizen of United States,US
735734,Citizen of United States,US
449135,Citizen of United States,US
375284,Citizen of United States,US
250719,Citizen of United States,US
317844,Citizen of United States,US
909226,Citizen of United States,US
513795,Citizen of United States,US
535080,Citizen of United States,US
558916,Citizen of United States,US
209375,Citizen of United States,US
975160,Citizen of United States,US
587603,Citizen of United States,US
578449,Citizen of United States,US
720873,Citizen of Costa Rica,CR
661028,Citizen of United States,US
473307,Citizen of United States,US
683453,Citizen of United States,US
527938,Citizen of United States,US
358221,Citizen of United States,US
278303,Citizen of United States,US
123852,Citizen of United States,US
637889,Citizen of United States,US
461240,Citizen of United States,US
825815,Citizen of United States,US
801073,Citizen of United States,US
549100,Citizen of United States,US
379622,Citizen of United States,US
407689,Citizen of United States,US
560836,Citizen of Eritrea,ER
716701,Citizen of United States,US
951136,Citizen of United States,US
800986,Citizen of United States,US
915752,Citizen of United States,US
682782,Citizen of United States,US
617699,Citizen of United States,US
933741,Citizen of United States,US
115082,Citizen of United States,US
701133,Citizen of United States,US
844910,Citizen of United States,US
469689,Citizen of United States,US
156014,Citizen of United States,US
319549,Citizen of United States,US
778291,Citizen of United States,US
972119,Citizen of United States,US
701886,Citizen of United States,US
965939,Citizen of United States,US
631352,Citizen of United States,US
597418,Citizen of United States,US
833940,Citizen of United States,US
869545,Citizen of United States,US
801471,Citizen of United States,US
511855,Citizen of United States,US
299037,Citizen of United States,US
179517,Citizen of United States,US
340592,Citizen of United States,US
841306,Citizen of United States,US
908767,Citizen of United States,US
223276,Citizen of United States,US
747339,Citizen of United States,US
201154,Citizen of United States,US
544841,Citizen of United States,US
485415,Citizen of United States,US
214256,Citizen of Peru,PE
456661,Citizen of United States,US
393583,Citizen of United States,US
200915,Citizen of United States,US
682275,Citizen of United States,US
753379,Citizen of United States,US
476895,Citizen of United States,US
771170,Citizen of United States,US
446281,Citizen of United States,US
749959,Citizen of United States,US
572575,Citizen of United States,US
929268,Citizen of United States,US
496907,Citizen of United States,US
977188,Citizen of United States,US
682196,Citizen of United States,US
189114,Citizen of United States,US
823352,Citizen of United States,US
960738,Citizen of United States,US
518927,Citizen of United States,US
465175,Citizen of United States,US
554689,Citizen of United States,US
930387,Citizen of United States,US
740122,Citizen of United States,US
893101,Citizen of United States,US
805381,Citizen of United States,US
395343,Citizen of United States,US
261163,Citizen of United States,US
210756,Citizen of United States,US
508912,Citizen of United States,US
467991,Citizen of United States,US
899026,Citizen of United States,US
135003,Citizen of United States,US
958691,Citizen of United States,US
305645,Citizen of United States,US
110303,Citizen of United States,US
230134,Citizen of United States,US
785245,Citizen of United States,US
814902,Citizen of United States,US
908221,Citizen of United States,US
361047,Citizen of United States,US
997551,Citizen of United States,US
363209,Citizen of United States,US
530074,Citizen of United States,US
540506,Citizen of United States,US
424715,Citizen of United States,US
976598,Citizen of United States,US
455540,Citizen of United States,US
198529,Citizen of United States,US
583462,Citizen of United States,US
268450,Citizen of United States,US
309723,Citizen of United States,US
305953,Citizen of United States,US
661188,Citizen of United States,US
213999,Citizen of United States,US
151534,Citizen of United States,US
291576,Citizen of United States,US
599110,Citizen of United States,US
970473,Citizen of United States,US
517791,Citizen of United States,US
151605,Citizen of United States,US
494416,Citizen of United States,US
173928,Citizen of United States,US
439302,Citizen of United States,US
378439,Citizen of United States,US
211793,Citizen of United States,US
621999,Citizen of United States,US
315306,Citizen of Nepal,NP
571762,Citizen of United States,US
982911,Citizen of United States,US
881658,Citizen of United States,US
232863,Citizen of United States,US
728488,Citizen of United States,US
806904,Citizen of United States,US
682283,Citizen of United States,US
250116,Citizen of United States,US
332723,Citizen of United States,US
145877,Citizen of United States,US
892171,Citizen of United States,US
539097,Citizen of United States,US
165720,Citizen of United States,US
409833,Citizen of United States,US
280814,Citizen of United States,US
795904,Citizen of United States,US
403522,Citizen of United States,US
201329,Citizen of United States,US
771696,Citizen of United States,US
560308,Citizen of United States,US
704757,Citizen of United States,US
150677,Citizen of United States,US
224660,Citizen of United States,US
723580,Citizen of United States,US
605984,Citizen of United States,US
728876,Citizen of United States,US
448045,Citizen of United States,US
103460,Citizen of United States,US
935470,Citizen of United States,US
668706,Citizen of United States,US
375097,Citizen of United States,US
106562,Citizen of United States,US
922131,Citizen of United States,US
455801,Citizen of United States,US
854684,Citizen of United States,US
385709,Citizen of United States,US
915050,Citizen of United States,US
374560,Citizen of United States,US
156433,Citizen of United States,US
920801,Citizen of United States,US
681833,Citizen of United States,US
943702,Citizen of United States,US
328495,Citizen of United States,US
665307,Citizen of United States,US
232573,Citizen of United States,US
658390,Citizen of United States,US
563100,Citizen of United States,US
500727,Citizen of Sweden,SE
559836,Citizen of United States,US
798422,Citizen of United States,US
852832,Citizen of United States,US
950365,Citizen of United States,US
923777,Citizen of United States,US
935628,Citizen of United States,US
547502,Citizen of United States,US
125246,Citizen of United States,US
957730,Citizen of United States,US
170692,Citizen of United States,US
958569,Citizen of Sweden,SE
602304,Citizen of United States,US
577642,Citizen of United States,US
541149,Citizen of United States,US
678536,Citizen of United States,US
981434,Citizen of United States,US
987871,Citizen of United States,US
335004,Citizen of United States,US
908682,Citizen of United States,US
759771,Citizen of United States,US
561603,Citizen of United States,US
497744,Citizen of United States,US
575114,Citizen of United States,US
566976,Citizen of United States,US
796964,Citizen of United States,US
852706,Citizen of United States,US
478489,Citizen of United States,US
523644,Citizen of United States,US
160569,Citizen of United States,US
955913,Citizen of Costa Rica,CR
783808,Citizen of United States,US
579459,Citizen of Costa Rica,CR
875640,Citizen of United States,US
554609,Citizen of United States,US
497577,Citizen of United States,US
688589,Citizen of United States,US
325878,Citizen of United States,US
723805,Citizen of United States,US
999194,Citizen of United States,US
975895,Citizen of United States,US
102476,Citizen of United States,US
466640,Citizen of United States,US
362679,Citizen of United States,US
323933,Citizen of United States,US
699299,Citizen of United States,US
662409,Citizen of United States,US
605268,Citizen of United States,US
750258,Citizen of United States,US
917104,Citizen of United States,US
542834,Citizen of United States,US
912488,Citizen of United States,US
190003,Citizen of United States,US
888004,Citizen of United States,US
688005,Citizen of United States,US
159158,Citizen of United States,US
155998,Citizen of United States,US
309360,Citizen of United States,US
433580,Citizen of United States,US
553218,Citizen of United States,US
414772,Citizen of United States,US
256252,Citizen of United States,US
570898,Citizen of United States,US
107054,Citizen of United States,US
416025,Citizen of United States,US
953004,Citizen of United States,US
803136,Citizen of United States,US
208819,Citizen of United States,US
259072,Citizen of United States,US
890523,Citizen of United States,US
571595,Citizen of United States,US
731883,Citizen of United States,US
310483,Citizen of United States,US
343364,Citizen of United States,US
478678,Citizen of United States,US
567923,Citizen of United States,US
865166,Citizen of United States,US
508262,Citizen of United States,US
819345,Citizen of United States,US
863635,Citizen of United States,US
338048,Citizen of United States,US
818381,Citizen of United States,US
329329,Citizen of United States,US
690150,Citizen of United States,US
993705,Citizen of United States,US
776133,Citizen of United States,US
231746,Citizen of United States,US
257379,Citizen of United States,US
978698,Citizen of United States,US
866141,Citizen of Sweden,SE
225235,Citizen of United States,US
629386,Citizen of United States,US
726757,Citizen of United States,US
994565,Citizen of United States,US
214772,Citizen of United States,US
884786,Citizen of United States,US
913851,Citizen of United States,US
460867,Citizen of United States,US
891252,Citizen of United States,US
477109,Citizen of United States,US
791178,Citizen of United States,US
503554,Citizen of United States,US
544366,Citizen of United States,US
475345,Citizen of United States,US
228438,Citizen of United States,US
329158,Citizen of United States,US
792229,Citizen of United States,US
110209,Citizen of United States,US
629718,Citizen of United States,US
558194,Citizen of United States,US
825440,Citizen of United States,US
697214,Citizen of United States,US
968291,Citizen of United States,US
251700,Citizen of Costa Rica,CR
890985,Citizen of United States,US
737952,Citizen of United States,US
555969,Citizen of United States,US
416708,Citizen of United States,US
213513,Citizen of United States,US
790202,Citizen of United States,US
374221,Citizen of United States,US
814781,Citizen of United States,US
464375,Citizen of United States,US
684842,Citizen of United States,US
842526,Citizen of United States,US
314973,Citizen of United States,US
120767,Citizen of United States,US
610374,Citizen of United States,US
724331,Citizen of United States,US
486724,Citizen of United States,US
807775,Citizen of United States,US
627490,Citizen of United States,US
560029,Citizen of United States,US
956291,Citizen of United States,US
265923,Citizen of United States,US
709420,Citizen of United States,US
755216,Citizen of United States,US
663414,Citizen of United States,US
381126,Citizen of United States,US
811105,Citizen of United States,US
191124,Citizen of United States,US
106013,Citizen of United States,US
864182,Citizen of United States,US
435371,Citizen of United States,US
578721,Citizen of United States,US
660389,Citizen of United States,US
222656,Citizen of United States,US
317308,Citizen of United States,US
112281,Citizen of United States,US
773119,Citizen of United States,US
238886,Citizen of United States,US
963845,Citizen of United States,US
279396,Citizen of United States,US
285360,Citizen of United States,US
294240,Citizen of United States,US
562431,Citizen of United States,US
342742,Citizen of Sweden,SE
581477,Citizen of United States,US
430867,Citizen of United States,US
746922,Citizen of United States,US
873641,Citizen of United States,US
746993,Citizen of United States,US
695051,Citizen of United States,US
461264,Citizen of United States,US
757758,Citizen of United States,US
522619,Citizen of United States,US
598804,Citizen of United States,US
698681,Citizen of United States,US
993552,Citizen of United States,US
862363,Citizen of United States,US
861713,Citizen of United States,US
459095,Citizen of United States,US
622730,Citizen of United States,US
765977,Citizen of United States,US
968677,Citizen of United States,US
548850,Citizen of United States,US
271256,Citizen of United States,US
554033,Citizen of United States,US
388177,Citizen of United States,US
435404,Citizen of United States,US
746510,Citizen of United States,US
432523,Citizen of United States,US
853104,Citizen of United States,US
679611,Citizen of United States,US
169144,Citizen of United States,US
770783,Citizen of United States,US
397602,Citizen of United States,US
111250,Citizen of United States,US
650073,Citizen of United States,US
564561,Citizen of United States,US
494040,Citizen of United States,US
211207,Citizen of United States,US
225509,Citizen of United States,US
597700,Citizen of United States,US
482170,Citizen of United States,US
524176,Citizen of United States,US
527088,Citizen of United States,US
759864,Citizen of United States,US
724981,Citizen of United States,US
746472,Citizen of United States,US
453658,Citizen of United States,US
715977,Citizen of United States,US
274398,Citizen of United States,US
286172,Citizen of United States,US
611111,Citizen of United States,US
520702,Citizen of United States,US
849715,Citizen of United States,US
882346,Citizen of United States,US
281702,Citizen of United States,US
846329,Citizen of United States,US
575328,Citizen of United States,US
903587,Citizen of United States,US
213638,Citizen of United States,US
405276,Citizen of United States,US
962146,Citizen of United States,US
882409,Citizen of United States,US
993545,Citizen of United States,US
917900,Citizen of United States,US
873421,Citizen of United States,US
214337,Citizen of United States,US
820648,Citizen of United States,US
397206,Citizen of United States,US
536234,Citizen of United States,US
455309,Citizen of United States,US
994726,Citizen of United States,US
121662,Citizen of United States,US
480099,Citizen of United States,US
550361,Citizen of United States,US
289155,Citizen of United States,US
442330,Citizen of United States,US
800717,Citizen of United States,US
940858,Citizen of United States,US
771889,Citizen of United States,US
872028,Citizen of United States,US
122824,Citizen of United States,US
528393,Citizen of United States,US
563502,Citizen of United States,US
880105,Citizen of United States,US
376055,Citizen of United States,US
144138,Citizen of United States,US
391960,Citizen of United States,US
237640,Citizen of United States,US
513714,Citizen of United States,US
695771,Citizen of United States,US
858783,Citizen of United States,US
232197,Citizen of United States,US
374525,Citizen of United States,US
709916,Citizen of United States,US
773693,Citizen of United States,US
631036,Citizen of United States,US
653268,Citizen of United States,US
976886,Citizen of United States,US
891156,Citizen of United States,US
642860,Citizen of United States,US
265446,Citizen of United States,US
218061,Citizen of Costa Rica,CR
481590,Citizen of United States,US
742787,Citizen of United States,US
902915,Citizen of United States,US
313353,Citizen of United States,US
534338,Citizen of United States,US
547359,Citizen of United States,US
855875,Citizen of United States,US
483178,Citizen of United States,US
912750,Citizen of United States,US
285863,Citizen of United States,US
458637,Citizen of United States,US
335430,Citizen of United States,US
183846,Citizen of United States,US
308754,Citizen of United States,US
795885,Citizen of United States,US
556298,Citizen of United States,US
566787,Citizen of United States,US
391306,Citizen of United States,US
745421,Citizen of United States,US
940238,Citizen of United States,US
716353,Citizen of United States,US
263399,Citizen of United States,US
631953,Citizen of United States,US
291279,Citizen of United States,US
713771,Citizen of United States,US
343989,Citizen of United States,US
241203,Citizen of United States,US
636652,Citizen of United States,US
708446,Citizen of United States,US
712169,Citizen of United States,US
142306,Citizen of United States,US
775872,Citizen of United States,US
365663,Citizen of United States,US
574314,Citizen of United States,US
531539,Citizen of United States,US
648191,Citizen of United States,US
604741,Citizen of United States,US
154408,Citizen of United States,US
662153,Citizen of United States,US
383902,Citizen of United States,US
644711,Citizen of United States,US
434906,Citizen of United States,US
274175,Citizen of United States,US
706633,Citizen of United States,US
173087,Citizen of Sweden,SE
693403,Citizen of United States,US
459084,Citizen of United States,US
247015,Citizen of United States,US
855879,Citizen of United States,US
471056,Citizen of United States,US
394871,Citizen of United States,US
674006,Citizen of United States,US
942038,Citizen of United States,US
133225,Citizen of United States,US
499886,Citizen of United States,US
996820,Citizen of United States,US
811413,Citizen of United States,US
944936,Citizen of United States,US
628329,Citizen of United States,US
316220,Citizen of United States,US
741351,Citizen of Costa Rica,CR
483494,Citizen of United States,US
763765,Citizen of United States,US
108255,Citizen of United States,US
985286,Citizen of United States,US
926600,Citizen of United States,US
399311,Citizen of United States,US
128159,Citizen of United States,US
694137,Citizen of United States,US
474001,Citizen of Costa Rica,CR
781352,Citizen of United States,US
697538,Citizen of United States,US
121125,Citizen of United States,US
221244,Citizen of Eritrea,ER
561273,Citizen of United States,US
677755,Citizen of United States,US
674604,Citizen of United States,US
155617,Citizen of United States,US
372922,Citizen of United States,US
958773,Citizen of United States,US
885435,Citizen of United States,US
357075,Citizen of United States,US
390607,Citizen of United States,US
510046,Citizen of United States,US
206390,Citizen of United States,US
252571,Citizen of United States,US
820707,Citizen of United States,US
230811,Citizen of United States,US
620771,Citizen of United States,US
917467,Citizen of United States,US
515601,Citizen of United States,US
248575,Citizen of United States,US
910861,Citizen of United States,US
929552,Citizen of United States,US
320023,Citizen of United States,US
806147,Citizen of United States,US
627414,Citizen of United States,US
677799,Citizen of United States,US
345929,Citizen of United States,US
439252,Citizen of United States,US
202472,Citizen of United States,US
248343,Citizen of United States,US
980334,Citizen of United States,US
746175,Citizen of United States,US
229623,Citizen of United States,US
173434,Citizen of United States,US
749601,Citizen of United States,US
905436,Citizen of United States,US
721186,Citizen of United States,US
305962,Citizen of United States,US
729089,Citizen of United States,US
448781,Citizen of Sweden,SE
413602,Citizen of United States,US
762821,Citizen of United States,US
687680,Citizen of United States,US
946103,Citizen of United States,US
407832,Citizen of United States,US
445487,Citizen of United States,US
137303,Citizen of United States,US
482696,Citizen of United States,US
266024,Citizen of United States,US
548886,Citizen of United States,US
483300,Citizen of United States,US
422785,Citizen of Sweden,SE
343596,Citizen of United States,US
996904,Citizen of United States,US
926456,Citizen of United States,US
746787,Citizen of United States,US
943240,Citizen of United States,US
258129,Citizen of United States,US
603163,Citizen of United States,US
167249,Citizen of United States,US
331380,Citizen of United States,US
947368,Citizen of United States,US
674383,Citizen of United States,US
511963,Citizen of United States,US
679305,Citizen of United States,US
221533,Citizen of United States,US
351497,Citizen of United States,US
849124,Citizen of United States,US
307123,Citizen of United States,US
969322,Citizen of United States,US
959444,Citizen of United States,US
637693,Citizen of United States,US
110279,Citizen of United States,US
338715,Citizen of Costa Rica,CR
948255,Citizen of United States,US
193822,Citizen of United States,US
667234,Citizen of United States,US
624914,Citizen of United States,US
696961,Citizen of United States,US
191640,Citizen of United States,US
118849,Citizen of United States,US
198699,Citizen of United States,US
267015,Citizen of United States,US
784504,Citizen of United States,US
458332,Citizen of United States,US
895731,Citizen of United States,US
747808,Citizen of United States,US
591800,Citizen of United States,US
703548,Citizen of United States,US
552389,Citizen of United States,US
847851,Citizen of United States,US
979233,Citizen of United States,US
994031,Citizen of United States,US
237527,Citizen of United States,US
679495,Citizen of United States,US
741378,Citizen of United States,US
778109,Citizen of United States,US
274445,Citizen of United States,US
202818,Citizen of United States,US
673317,Citizen of United States,US
340526,Citizen of United States,US
842334,Citizen of United States,US
757301,Citizen of United States,US
927013,Citizen of United States,US
368969,Citizen of United States,US
545519,Citizen of United States,US
878891,Citizen of United States,US
628673,Citizen of United States,US
823401,Citizen of United States,US
506290,Citizen of United States,US
286639,Citizen of United States,US
469429,Citizen of Nepal,NP
979311,Citizen of United States,US
805416,Citizen of United States,US
201232,Citizen of United States,US
639468,Citizen of United States,US
925651,Citizen of United States,US
549086,Citizen of United States,US
757733,Citizen of United States,US
487432,Citizen of United States,US
747485,Citizen of United States,US
720975,Citizen of United States,US
549115,Citizen of United States,US
998832,Citizen of United States,US
920159,Citizen of United States,US
933957,Citizen of United States,US
702147,Citizen of United States,US
132443,Citizen of United States,US
855361,Citizen of United States,US
108860,Citizen of United States,US
997291,Citizen of United States,US
534299,Citizen of United States,US
514783,Citizen of United States,US
330337,Citizen of United States,US
710152,Citizen of United States,US
125908,Citizen of United States,US
422875,Citizen of United States,US
780604,Citizen of United States,US
989191,Citizen of United States,US
902460,Citizen of United States,US
899992,Citizen of United States,US
350828,Citizen of United States,US
246810,Citizen of United States,US
747322,Citizen of United States,US
661325,Citizen of United States,US
973524,Citizen of United States,US
373434,Citizen of Costa Rica,CR
443933,Citizen of United States,US
775910,Citizen of United States,US
283784,Citizen of United States,US
674123,Citizen of United States,US
882541,Citizen of United States,US
241424,Citizen of United States,US
866339,Citizen of United States,US
235497,Citizen of Costa Rica,CR
532373,Citizen of United States,US
277135,Citizen of United States,US
337552,Citizen of United States,US
552590,Citizen of United States,US
238935,Citizen of United States,US
989693,Citizen of United States,US
730268,Citizen of United States,US
191263,Citizen of United States,US
368400,Citizen of United States,US
263191,Citizen of United States,US
204743,Citizen of United States,US
327986,Citizen of United States,US
242099,Citizen of United States,US
634729,Citizen of United States,US
344598,Citizen of United States,US
585020,Citizen of Peru,PE
908355,Citizen of United States,US
191739,Citizen of United States,US
131341,Citizen of United States,US
434297,Citizen of United States,US
378340,Citizen of United States,US
242461,Citizen of United States,US
712749,Citizen of United States,US
674195,Citizen of United States,US
743331,Citizen of United States,US
632393,Citizen of United States,US
441132,Citizen of United States,US
231006,Citizen of United States,US
379128,Citizen of United States,US
525162,Citizen of United States,US
882959,Citizen of United States,US
469883,Citizen of Peru,PE
503475,Citizen of United States,US
158982,Citizen of United States,US
485248,Citizen of United States,US
152228,Citizen of United States,US
592389,Citizen of United States,US
682604,Citizen of United States,US
701549,Citizen of United States,US
779422,Citizen of United States,US
202833,Citizen of United States,US
450873,Citizen of United States,US
731128,Citizen of United States,US
137934,Citizen of United States,US
899240,Citizen of United States,US
305871,Citizen of United States,US
309312,Citizen of United States,US
929949,Citizen of United States,US
601329,Citizen of United States,US
446504,Citizen of United States,US
221561,Citizen of United States,US
285458,Citizen of Peru,PE
272350,Citizen of United States,US
691784,Citizen of United States,US
680686,Citizen of United States,US
321171,Citizen of United States,US
572947,Citizen of United States,US
874677,Citizen of United States,US
835911,Citizen of United States,US
417085,Citizen of United States,US
315331,Citizen of United States,US
946423,Citizen of United States,US
997515,Citizen of United States,US
472925,Citizen of United States,US
725588,Citizen of United States,US
216394,Citizen of United States,US
971510,Citizen of United States,US
358574,Citizen of United States,US
392027,Citizen of United States,US
445376,Citizen of United States,US
624687,Citizen of United States,US
418154,Citizen of United States,US
798381,Citizen of United States,US
449111,Citizen of United States,US
101928,Citizen of United States,US
633374,Citizen of United States,US
424805,Citizen of United States,US
955087,Citizen of United States,US
771286,Citizen of United States,US
285745,Citizen of United States,US
445583,Citizen of United States,US
147142,Citizen of United States,US
809155,Citizen of United States,US
616035,Citizen of United States,US
638293,Citizen of United States,US
355545,Citizen of United States,US
214917,Citizen of United States,US
670159,Citizen of United States,US
552872,Citizen of United States,US
176878,Citizen of United States,US
337812,Citizen of United States,US
106639,Citizen of United States,US
115970,Citizen of United States,US
435248,Citizen of United States,US
646186,Citizen of United States,US
114390,Citizen of United States,US
156068,Citizen of United States,US
370162,Citizen of United States,US
423030,Citizen of United States,US
853187,Citizen of United States,US
292055,Citizen of United States,US
175677,Citizen of United States,US
148368,Citizen of United States,US
578665,Citizen of Costa Rica,CR
376834,Citizen of United States,US
525418,Citizen of United States,US
866515,Citizen of United States,US
881010,Citizen of United States,US
842614,Citizen of United States,US
526749,Citizen of United States,US
563777,Citizen of United States,US
185002,Citizen of United States,US
371400,Citizen of United States,US
729467,Citizen of United States,US
657854,Citizen of United States,US
126675,Citizen of United States,US
693479,Citizen of United States,US
235831,Citizen of United States,US
895142,Citizen of United States,US
538439,Citizen of United States,US
784746,Citizen of United States,US
781176,Citizen of United States,US
572258,Citizen of United States,US
659312,Citizen of United States,US
825836,Citizen of United States,US
300356,Citizen of United States,US
447222,Citizen of United States,US
875027,Citizen of United States,US
883360,Citizen of United States,US
787981,Citizen of United States,US
934070,Citizen of United States,US
866990,Citizen of United States,US
391067,Citizen of United States,US
979096,Citizen of United States,US
659128,Citizen of United States,US
526012,Citizen of United States,US
713555,Citizen of United States,US
181557,Citizen of United States,US
941339,Citizen of United States,US
260437,Citizen of United States,US
394841,Citizen of United States,US
122773,Citizen of United States,US
514986,Citizen of United States,US
744124,Citizen of Eritrea,ER
886223,Citizen of United States,US
751623,Citizen of United States,US
175601,Citizen of United States,US
442425,Citizen of United States,US
587110,Citizen of United States,US
489229,Citizen of United States,US
595808,Citizen of United States,US
494584,Citizen of United States,US
534820,Citizen of United States,US
654330,Citizen of United States,US
653654,Citizen of United States,US
623425,Citizen of United States,US
955776,Citizen of United States,US
977080,Citizen of United States,US
352530,Citizen of United States,US
459607,Citizen of United States,US
639737,Citizen of United States,US
412752,Citizen of United States,US
729540,Citizen of United States,US
934130,Citizen of United States,US
996015,Citizen of United States,US
861850,Citizen of United States,US
841640,Citizen of United States,US
410504,Citizen of United States,US
152877,Citizen of United States,US
543618,Citizen of United States,US
291125,Citizen of United States,US
593356,Citizen of United States,US
147424,Citizen of United States,US
505970,Citizen of United States,US
902768,Citizen of United States,US
497018,Citizen of United States,US
859694,Citizen of United States,US
119486,Citizen of United States,US
793582,Citizen of United States,US
581257,Citizen of United States,US
707464,Citizen of United States,US
197122,Citizen of United States,US
927905,Citizen of United States,US
573095,Citizen of United States,US
478754,Citizen of United States,US
961109,Citizen of United States,US
103921,Citizen of United States,US
740461,Citizen of United States,US
811414,Citizen of United States,US
747729,Citizen of United States,US
596897,Citizen of United States,US
957174,Citizen of United States,US
140521,Citizen of Sweden,SE
162303,Citizen of United States,US
407396,Citizen of United States,US
728116,Citizen of United States,US
844897,Citizen of United States,US
544285,Citizen of United States,US
633448,Citizen of United States,US
168753,Citizen of United States,US
399511,Citizen of United States,US
905203,Citizen of United States,US
696282,Citizen of United States,US
703218,Citizen of United States,US
423441,Citizen of United States,US
447181,Citizen of United States,US
